id,model_a,model_b,winner,prediction,group_id
9940713c-59b2-43f1-a66b-f69d44b05738,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
948a644e-4638-47b8-ba74-30bc58956f7f,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
8e64006c-4196-4a03-a433-604c23322769,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
34a29405-6f91-45aa-913c-364a6d02a16a,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
b32e0f45-4b73-49ce-a3ee-2c2ed418f3db,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
e33d67c2-8249-412d-b0e4-48445c7c3dc3,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
faf5dd32-58fb-4a99-9082-5c84476c8611,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
0c4e0260-051b-4e17-aa19-a26f68133ca7,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
5d6bbacc-0a73-43e5-84d3-d6fe81d9187d,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
6c840763-7cbe-4ea8-b37f-83a3ae3e6c16,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
73bc338f-7eec-43ff-8055-7f59f2c90aa1,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
c6aee61e-9dac-4a64-946e-0c8d1f067268,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
142b9103-933c-457f-b254-934245d49f0b,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
60f10390-1efc-4737-b76c-6dad4ca4015c,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
a19e8717-6185-47cc-a7c0-789eb1f366a8,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
4129e18e-3f88-4909-95cd-4b74f105e415,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
46775c03-6e67-4867-9628-ad2a93439764,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
27c5f8f7-6c2b-40c7-9fa0-511a27e2a94a,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
7dc8c09d-bc5c-4e82-aa85-c2f41dabce6f,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
5060020a-b415-48d9-b558-8318853ee6a3,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
8c47cc56-76ef-4b80-85ff-2b515e49f75f,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
0e2ccc53-cb54-4602-aa63-e60d069b89d0,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
09688430-cc02-4d28-a6aa-a6ab393a950a,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
b3818525-12bd-48d7-8e0d-02240f0e1d1b,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
34d713b6-02c0-4cad-8c59-8ed7ddaf1868,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
b04dd61a-030c-4591-87d0-91325a3c2221,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
c861f594-d48a-4318-a9e5-0c07a8708a02,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
fa5312ac-8e8e-4eca-97d1-d199986887dc,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
3996adcd-19dd-4c3c-bd11-67be135d4fa7,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
6c05775b-07fc-4de3-a52a-cb258d51ebf5,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
d6f94de7-199f-449a-8e01-a0d8f3e60a4e,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
a2e66705-263a-47d1-ac2a-be4b1bcd5e8c,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
e05d8c4f-c114-4c1f-8828-33f04434a436,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
6a1de6a0-0de9-428d-aca3-6e5aafebbde6,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
004fc230-d4de-463e-a2d4-f9f0fd1303d1,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
dab16fae-4bd2-4899-8855-47143a66ce3a,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
eb32a99c-9a21-4ad3-ab04-57efdbd5e296,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
01c54ab2-11dd-46e2-9092-b07c7069d49a,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
9114b0d1-c79f-4f42-a9bb-a09ebe179293,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
93894032-9eb4-4dcf-a797-bd598e863c6b,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
a75f3ea3-168f-4f96-9a81-648ec5577764,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
85db3af5-d61d-4ff0-953d-39b0277a21d3,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
486b2843-4d9a-4d3e-b221-e5d93eb704b1,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
15aa6823-beb3-430c-930c-1ba1dbe6f66f,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
48b8c902-25c0-4faf-b3f1-02c0aa6c933d,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
2fa58d7f-524d-4d96-9783-e63485edcda6,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
dc8db2ca-4ee4-4f2c-af43-da0e4447aba2,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
6f572cc8-aa54-42e3-b2bc-4fd1aaa574b6,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
cf7b6e6a-3171-4f0d-8a6e-0b3c4562d82e,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
6b61815f-92f6-4720-871a-490077b27795,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
f8a71ae8-c787-4155-926f-e367e3b4ff4b,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
355eb70b-1232-44be-9ff9-2db1a65d5f30,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
9a041f77-17b1-489b-bb23-1b89ffc01dda,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
aee0656d-b694-41f2-a702-7c7093f9ae00,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
dac0e261-f2a5-4b44-9203-fc62201561cf,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
a16d0b7c-5a91-4be4-abc0-c2d248efbb3c,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
fcf6f54b-dffd-4273-8bab-e2da5002ad42,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
1c04c86b-1498-4f54-838a-6981b7683e91,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
7de27717-c124-4d03-81e7-33255f1cfa96,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
df68337e-cacc-4874-9a8d-5125bfc02c7d,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
3896ac77-89fa-4e73-aed8-7fedfa101c94,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
9c74b7ce-a5ad-42a7-a798-d815c8b5ec49,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
3c4e8b1b-deff-4b43-b97a-e3db0ca2042b,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
22e13e40-1d83-4c4e-badb-acffa4f54699,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
f24b891e-424e-4757-852a-a6a617197790,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
0309d4ca-5aa5-4e29-988f-5fad9fe9c74b,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
602c2378-0a2f-4321-ae1d-1b33fb819291,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
8cb1a2bb-95db-4d17-8496-10d5f44283f7,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
2e7db2ed-d423-48d0-ae23-3a10006399ff,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
6543c8d0-30fc-457c-9350-1eee2411de3f,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
3299a3f6-34ae-4b6d-9a22-0c2cbaa227be,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
b5ce59f5-a2de-4b5e-a345-1bb4fa3dcb5f,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
f055442b-533b-42f2-9f60-12839a58237d,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
608ffb36-ccf5-45e3-9e32-ef8db00477fd,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
eeb829a8-6b68-4420-abb4-204622643d9b,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
f66cce69-27d1-427f-8498-598e3f97a640,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
726f330f-de07-4601-b840-80b6e0a58c9e,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
725afd91-5e52-42ea-932b-072cc7c17e9c,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
6b960f26-c57f-4d24-abf5-6de8c7128227,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
a36c10d5-9d1c-4a9f-a955-03255fd7805e,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
63955214-fad4-4ecb-83c5-573c7417611f,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
1b705bb4-e499-46e7-98d4-839bfb024c3c,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
fa9c9c19-30a1-4b1a-b917-e4110c90e39c,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
570b7b7c-29e3-4f61-81c0-e2229005dee4,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
5ffe1bd7-a0d2-4be3-8b48-5f45662905a7,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
e95d1bb4-a1c9-4196-b342-739713b24260,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
9bf0bca3-7f5c-4feb-8998-86fd6e00670f,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
706751e5-69c5-4294-b841-760a07803fc5,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
051701e6-0115-4ca9-a30d-203d15c8d239,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
ed574aac-87db-4048-ba8f-71d4fcebacb3,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
52de584a-93d1-451c-9023-dd554131fc67,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
7056812a-6a1f-44d0-99c1-efe19f9258e2,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
c62d6238-1eb2-489a-8759-7ee69591ff5b,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
3fe7b3ad-cf53-4e73-81ad-366c08726a6c,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
b062dfb0-0365-4979-b66d-2ec618db0b90,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
fd09942f-6656-4b87-bb0b-2f5f916db134,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
2103e335-d298-4c96-a8a9-18f18e43b45e,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
9cb3121e-5c4e-4d94-b361-1434d77d053c,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
dda6a077-f7ec-4df1-9703-9bcfb4fbed2d,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
aadf7cb2-2c48-428d-8e04-0f00f7651eb5,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
94f709a1-fd6d-4041-b219-744cd7bd3588,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
4df5a3ae-8812-44ca-8ea5-051e9f3b2bca,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
5b6d31aa-ec42-4f56-a7d6-4ba23aa7469d,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
743c113f-e86b-4828-8167-8d534f3ab3d0,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
b9d9597e-16a2-4dc8-b479-39c3a75e2b3b,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
34fe762b-f9fb-4413-a5bb-cf5fbdb4aef4,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
5f26f4a7-8711-4592-a3ef-5f154f26329f,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
d8fd3389-4404-49b0-8bc2-f0b8018cc9e5,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
7a397495-2a31-49fe-92ea-5d248bc6d39f,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
9ea7182f-c232-4986-be05-c6786f4f03f4,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
e824137a-3289-494f-9409-073da61f3e39,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
6d4485ad-59df-409a-b7a0-405286c76d58,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
ea2aa947-d63d-4efa-853c-d1927758dbd6,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
711e1e75-5d6f-4c28-95a0-0a1d62ce0ed3,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
344f1f35-5460-4124-a3dd-34d078c0354b,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
2cad514d-39b6-4e01-acce-186dff04c04e,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
c1c538c7-48bd-4489-80da-c59fa076b348,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
f411c710-e426-428f-8d0b-56d9b86989eb,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
1c203708-9c98-40cf-9416-2ee6f597a6c7,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
3ca2a4de-089c-4d07-bd84-cd081722d535,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
e70b71a6-4012-460e-9744-6d9a30023baf,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
109d89ad-edba-44ae-96b8-52c4f72e00bf,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
0194b251-2251-4170-b448-172e7826048e,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
efbbc50c-7b1e-439c-8d0f-6bb2414b5cd3,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
3b947763-b93e-4361-bef5-ae5cc55dd001,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
5ea06b03-2788-4245-80f5-165a4609a0d1,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
f61d2361-1812-4238-80dc-fd6f1c5ff8d6,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
52aff98b-6896-4f63-9fa6-cf5107047afd,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
a08efde8-c6f1-429b-ac77-08094fc47e4c,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
a188ff25-326b-4f97-86db-02852fa53c78,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
1c285ab6-ee03-45dc-923b-12152448de65,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
34aded5f-be27-49d7-8e6f-bf8f25cc7c81,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
39b26530-99a2-4406-aad5-25bc1cd6c471,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
16590287-0b16-4ac8-bec7-1816d275effd,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
28846455-d4d4-4b21-ba1f-d07fbc461ad9,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
a7bbebe4-212f-4c0f-ae2e-4d089d305e87,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
ca1e65dd-25b9-4f09-9f93-38b00481d200,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
2334d3c5-f9bd-408c-8a34-a67bf632b560,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
02d3234f-15ce-4641-8c42-96d3c3891b41,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
2d36306b-cff2-4247-9256-e0f3eb7ed567,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
897c920c-ffcd-44b0-9c09-ec3cec9e48af,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
2f5f78ca-8a07-48a6-a98d-90d713e81aa2,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
8354da40-b0c0-42b0-9772-ba04bbeff8d7,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
cf444e5d-372d-485e-9926-aed7f414b6c2,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
22bfb4a8-8c66-4951-8809-7e3396c502e9,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
91a368a7-56f3-4c5b-ba43-46bf2b3e46a5,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
b605c112-4698-4d1b-80f0-c9dc9aead3ef,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
96e81bbd-d991-4ae2-b282-f11134502725,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
462c6145-6f5d-489a-9ec4-a43f27f3e688,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
fa724d9b-df71-4dc5-b826-dee653ca1f71,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
434d63e8-06eb-449c-ac43-366bc0e13c90,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
82db149f-081a-4b6c-8fdd-2a5378eb8ae4,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
c8dc52b6-380f-49bf-8538-ae7cf6f8a146,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
09844758-365b-4eda-9ceb-6c0220a332d9,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
51dbb8f3-7045-43d8-a95e-fdb6f4795e16,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
5e12a2cd-cd23-49c1-a70e-fa5aa211619e,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
04f860ca-2d68-42d1-887e-3e6cabee22b3,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
5e7d35ed-3a06-46c7-9245-36f35eef9c21,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
b95b7a55-7f92-4f0c-a709-0da1898e37a2,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
63e8b42c-0dd0-4ee0-8931-57d0f32b778a,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
95b4b9e8-8999-4f75-8d7c-6efb80aafd89,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
8762795c-a2dd-4ac6-8714-d1fef322985f,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
9214f040-89e4-4ef0-b7bf-f26e53fbb7f6,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
a2c64313-023f-43d7-8746-40c5a4d2a9cf,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
1c22e241-8b43-49c0-a687-39caa2df19b9,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
61da47a9-7963-4a19-9e9e-a6ed3c66cc24,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
ed6cc2d3-409b-49ea-82d7-50af4eaf6b33,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
eb14f744-76df-44f9-87c5-62c4f16045dc,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
e64cd14c-8029-4834-8eac-cd05be1e739e,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
963d50c1-2e9d-4b42-b101-5f524bb20716,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
6ba10bac-ce52-485c-bdc2-4ac209967ef5,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
144f8df3-c2e2-4c81-aa8a-68c94896f269,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
0c514625-cc5d-4e13-a9b6-65ca68630a8b,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
dd3a29d3-54ae-4c90-bb23-5b5999be3279,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
f9263d43-36dd-4987-b78b-af4f900327b9,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
7cefb48d-2185-4623-8609-97c5b8999145,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
84d1a1b8-9a65-4832-85a9-313c4157dde5,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
65fbbbd4-11f6-465b-b345-38c1e397b4a2,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
8884eba3-325a-4f63-b78e-85ba273a27a3,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
5a76a6b5-7ad0-4e66-8ca5-8864d663e57e,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
f615e4bc-ae5e-433e-b866-794a72ec6fae,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
5da5e71f-95d3-4784-876e-5a23af0ecd42,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
37603e07-6296-466e-803f-0d8fa5942338,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
fc9ec318-4f95-41e5-881e-0a53ae3279db,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
e3546f3f-ced8-4c08-9f49-c41d06ca3e7b,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
ce4849be-1a33-451e-873f-01163256a715,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
03756908-221b-4d72-ab36-251ebe51abd5,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
6064e546-8aa1-4117-bfc3-c69f750c5a62,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
22656768-0dc1-4496-b7ba-1dcb554d2b86,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
bce65f32-4025-4c38-961e-ddc4d04047ec,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
161cae9c-6b00-4459-9770-39ec9b57b874,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
7344388e-ff35-49a5-b63b-b23ced488cb0,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
86dabbac-0289-4cbd-b477-d43183bb9417,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
47f9711f-dbb5-4dd0-89da-f2b5c3e1ae66,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
4dd074cd-b617-4d11-8d8f-235b786d30e1,claude-opus-4-20250514,gemini-2.5-flash,1,1,0
b8a46403-2842-4d06-afa3-21c080c1eee3,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
08776f39-62da-447d-b9dc-90ae7234754b,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
22d40db5-af09-477c-8ad8-ae26aa2e7942,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
8ccc56f2-3dec-4691-89fb-876fc06fbb67,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
f0ea3cdc-ed8c-4c17-9ebe-720b75c5140d,claude-opus-4-20250514,gemini-2.5-flash,1,0,0
ee88b9ec-0f8c-43eb-b4d0-22ae5579aa9b,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
5907e7d3-64d3-4426-8763-1d7bdc06c89a,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
75bd7064-e5da-4a6d-b0b9-39bd1160650c,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
99c17493-cd96-4101-8c0a-fa3bced0dedf,claude-opus-4-20250514,gemini-2.5-flash,0,1,0
db72b2a1-52aa-46b8-a3e5-c2ad345f0872,claude-opus-4-20250514,gemini-2.5-flash,0,0,0
